Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Release_Decade,Sales_Category,NA_EU_Sales_Ratio,Is_Nintendo_Publisher,Log_Global_Sales,Dominant_Region
7674,Puzzle & Dragons X: God Chapter / Dragon Chapter,3DS,2016,Action,GungHo,0.0,0.0,0.2,0.0,0.17,2010,Low,0.0,0,0.1823215567939546,JP
7675,SpongeBob SquarePants: Revenge of the Flying Dut,GC,2002,Platform,Unknown,0.15,0.04,0.0,0.01,0.2,2000,Low,3.0,0,0.1823215567939546,CA
7676,Record of Agarest War,X360,2008,Role-Playing,Compile Heart,0.18,0.0,0.01,0.01,0.2,2000,Low,18.0,0,0.1823215567939546,CA
7677,Baja: Edge of Control,X360,2008,Racing,THQ,0.12,0.06,0.0,0.02,0.2,2000,Low,1.714285714285714,0,0.1823215567939546,CA
7678,Sid Meier's Pirates!,PSP,2007,Strategy,Take-Two Interactive,0.16,0.01,0.0,0.02,0.2,2000,Low,8.0,0,0.1823215567939546,CA
7679,Taiko no Tatsujin: Go! Go! Godaime,PS2,2004,Misc,Namco Bandai Games,0.26516202676136724,0.0,0.2,0.0,0.2,2000,Low,0.0,0,0.1823215567939546,JP
7680,Taiko Drum Master,PS2,2004,Misc,Namco Bandai Games,0.1,0.08,0.0,0.03,0.2,2000,Low,1.111111111111111,0,0.1823215567939546,CA
7681,High School Musical 3: Senior Year DANCE!,X360,2008,Misc,Disney Interactive Studios,0.18,0.0,0.0,0.01,0.2,2000,Low,18.0,0,0.1823215567939546,CA
7682,Harry Potter and the Goblet of Fire,PSP,2005,Action,Electronic Arts,0.17,0.01,0.0,0.02,0.2,2000,Low,8.5,0,0.1823215567939546,CA
7683,Bust-A-Move 2 Arcade Edition,PS,1995,Puzzle,Acclaim Entertainment,0.11,0.07,0.0,0.01,0.2,1990,Low,1.375,0,0.1823215567939546,CA
7684,South Park: The Stick of Truth,PC,2014,Role-Playing,Unknown,0.07,0.1,0.0,0.02,0.2,2010,Low,0.6363636363636365,0,0.1823215567939546,EU
7685,Tom Clancy's Splinter Cell: Essentials,PSP,2006,Shooter,Unknown,0.17,0.01,0.0,0.02,0.17,2000,Low,8.5,0,0.1823215567939546,CA
7686,Tetris Worlds (Online Edition),XB,2003,Puzzle,THQ,0.15,0.04,0.0,0.01,0.2,2000,Low,3.0,0,0.1823215567939546,CA
7687,Armored Core 4,PS3,2006,Simulation,505 Games,0.09,0.0,0.09,0.01,0.2,2000,Low,9.0,0,0.1823215567939546,CA
7688,Sleeping Dogs,XOne,2014,Action,Square Enix,0.1,0.09,0.0,0.02,0.2,2010,Low,1.0,0,0.1823215567939546,CA
7689,Forgotten Realms: Demon Stone,PS2,2004,Action,Atari,0.26516202676136724,0.08,0.0,0.03,0.2,2000,Low,1.111111111111111,0,0.1823215567939546,CA
7690,Super Baseball Simulator 1.000,SNES,1991,Sports,Culture Brain,0.0,0.0,0.2,0.0,0.17,1990,Low,0.0,0,0.1823215567939546,JP
7691,Barbie Horse Adventures: Riding Camp,Wii,2008,Sports,Activision,0.18,0.0,0.0,0.01,0.2,2000,Low,18.0,0,0.1823215567939546,CA
7692,Resident Evil: Revelations,WiiU,2013,Fighting,Capcom,0.07,0.08,0.03,0.01,0.2,2010,Low,0.7777777777777779,0,0.1823215567939546,EU
7693,Go Play: Lumberjacks,Wii,2009,Simulation,Majesco Entertainment,0.18,0.0,0.0,0.01,0.17,2000,Low,18.0,0,0.1823215567939546,CA
7694,Looney Tunes: Space Race,PS2,2002,Racing,Infogrames,0.1,0.08,0.0,0.03,0.2,2000,Low,1.111111111111111,0,0.1823215567939546,CA
7695,Puzzle Challenge: Crosswords and More!,PSP,2006,Puzzle,Crave Entertainment,0.18,0.0,0.0,0.01,0.17,2000,Low,18.0,0,0.1823215567939546,CA
7696,NASCAR Unleashed,Wii,2011,Racing,Activision,0.18,0.0,0.0,0.01,0.2,2010,Low,18.0,0,0.1823215567939546,CA
7697,Backyard Hockey,GBA,2003,Sports,Atari,0.14,0.05,0.0,0.0,0.2,2000,Low,2.333333333333333,0,0.1823215567939546,CA
7698,Playboy: The Mansion,PS2,2007,Simulation,Ubisoft,0.1,0.08,0.0,0.03,0.2,2000,Low,1.111111111111111,0,0.1823215567939546,CA
7699,Jikkyou Powerful Pro Yakyuu 2010,PSP,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,2010,Low,0.0,0,0.1823215567939546,JP
7700,Shiren the Wanderer,Wii,2008,Role-Playing,Sega,0.08,0.0,0.11,0.01,0.2,2000,Low,8.0,0,0.1823215567939546,JP
7701,Ore no Shikabane o Koete Yuke,PSP,2011,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.2,0.0,0.2,2010,Low,0.0,0,0.1823215567939546,JP
7702,Shaman King: Spirit of Shamans,PS,2002,Action,Unknown,0.0,0.0,0.18,0.01,0.2,2000,Low,0.0,0,0.1823215567939546,JP
7703,Tiger Woods PGA Tour 06,PSP,2005,Sports,Electronic Arts,0.18,0.0,0.0,0.01,0.2,2000,Low,18.0,0,0.1823215567939546,CA
7704,Conan,X360,2007,Action,THQ,0.16,0.02,0.0,0.02,0.2,2000,Low,5.333333333333334,0,0.1823215567939546,CA
7705,Ratatouille,GBA,2007,Action,THQ,0.14,0.05,0.0,0.0,0.2,2000,Low,2.333333333333333,0,0.1823215567939546,CA
7706,The Fairly Odd Parents: Enter the Cleft,GBA,2007,Platform,THQ,0.26516202676136724,0.05,0.0,0.0,0.2,2000,Low,2.333333333333333,0,0.1823215567939546,CA
7707,Warriors Orochi,X360,2007,Action,Tecmo Koei,0.17,0.01,0.0,0.02,0.2,2000,Low,8.5,0,0.1823215567939546,CA
7708,MC Groovz Dance Craze,GC,2004,Misc,Mad Catz,0.15,0.04,0.0,0.01,0.2,2000,Low,3.0,0,0.1823215567939546,CA
7709,The Thing,XB,2002,Adventure,Vivendi Games,0.15,0.04,0.0,0.01,0.2,2000,Low,3.0,0,0.1823215567939546,CA
7710,Tom and Jerry in House Trap,PS,2000,Action,Ubisoft,0.11,0.07,0.0,0.01,0.2,2000,Low,1.375,0,0.1823215567939546,CA
7711,Power Rangers: Time Force,GBA,2001,Action,THQ,0.14,0.05,0.0,0.0,0.2,2000,Low,2.333333333333333,0,0.1823215567939546,CA
7712,101-in-1 Explosive Megamix,DS,2008,Puzzle,Nordcurrent,0.05,0.13,0.0,0.02,0.2,2000,Low,0.3571428571428571,0,0.1823215567939546,EU
7713,X-Men Origins: Wolverine,DS,2009,Action,Activision,0.15,0.03,0.0,0.02,0.2,2000,Low,3.75,0,0.1823215567939546,CA
7714,Jikkyou Powerful Pro Yakyuu 2011,PSP,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,2010,Low,0.0,0,0.1823215567939546,JP
7715,DS Kageyama Method: Dennou Hanpuku - Masu x Masu,DS,2006,Misc,Shogakukan,0.0,0.0,0.2,0.0,0.17,2000,Low,0.0,0,0.1823215567939546,JP
7716,Baldur's Gate: Dark Alliance,XB,2002,Role-Playing,Virgin Interactive,0.15,0.04,0.0,0.01,0.2,2000,Low,3.0,0,0.1823215567939546,CA
7717,Family Guy,PSP,2006,Action,Take-Two Interactive,0.26516202676136724,0.0,0.0,0.02,0.2,2000,Low,18.0,0,0.1823215567939546,CA
7718,Prince of Persia: Warrior Within,GC,2004,Action,Ubisoft,0.15,0.04,0.0,0.01,0.2,2000,Low,3.0,0,0.1823215567939546,CA
7719,UFC: Tapout,XB,2002,Fighting,Crave Entertainment,0.14,0.05,0.0,0.01,0.2,2000,Low,2.333333333333333,0,0.1823215567939546,CA
7720,Aikatsu! Cinderella Lesson,3DS,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2,2010,Low,0.0,0,0.1823215567939546,JP
7721,Marvel Super Hero Squad: Comic Combat,Wii,2011,Action,THQ,0.15,0.03,0.0,0.01,0.2,2010,Low,3.75,0,0.1823215567939546,CA
7722,Test Drive Unlimited 2,PC,2007,Racing,Atari,0.05,0.11,0.0,0.03,0.2,2000,Low,0.4166666666666667,0,0.1823215567939546,EU
7723,Mega Man Legacy Collection,3DS,2016,Platform,Capcom,0.13,0.0,0.05,0.02,0.2,2010,Low,13.0,0,0.1823215567939546,CA
7724,Predator: Concrete Jungle,PS2,2005,Action,Vivendi Games,0.1,0.07,0.0,0.03,0.2,2000,Low,1.25,0,0.1823215567939546,CA
7725,Beyblade: Metal Fusion - Battle Fortress,Wii,2009,Fighting,Konami Digital Entertainment,0.15,0.0,0.03,0.01,0.2,2000,Low,15.0,0,0.1823215567939546,CA
7726,WipeOut 3 The Game,3DS,2012,Action,Activision,0.18,0.0,0.0,0.01,0.2,2010,Low,18.0,0,0.1823215567939546,CA
7727,Big Mutha Truckers 2,PS2,2005,Racing,Xplosiv,0.1,0.07,0.0,0.03,0.2,2000,Low,1.25,0,0.1823215567939546,CA
7728,Shutter Island,PC,2009,Adventure,Merscom LLC,0.0,0.17,0.0,0.03,0.2,2000,Low,0.0,0,0.1823215567939546,EU
7729,The Naked Brothers Band: The Video Game,DS,2008,Misc,THQ,0.18,0.0,0.0,0.01,0.2,2000,Low,18.0,0,0.1823215567939546,CA
7730,Demon Gaze,PSV,2013,Role-Playing,Nippon Ichi Software,0.06,0.03,0.08,0.02,0.2,2010,Low,1.5,0,0.1823215567939546,JP
7731,Zombie Army Trilogy,PS4,2015,Shooter,Rebellion Developments,0.04,0.12,0.0,0.03,0.2,2010,Low,0.3076923076923077,0,0.1823215567939546,EU
7732,NHL FaceOff 2001,PS2,2001,Sports,Sony Computer Entertainment,0.1,0.07,0.0,0.02,0.17,2000,Low,1.25,0,0.1823215567939546,CA
7733,Mana Khemia 2: Fall of Alchemy,PS2,2008,Role-Playing,Gust,0.07,0.05,0.05,0.02,0.2,2000,Low,1.166666666666667,0,0.1823215567939546,CA
7734,The Great Escape,PS2,2003,Action,SCi,0.1,0.07,0.0,0.02,0.2,2000,Low,1.25,0,0.1823215567939546,CA
7735,Dexter's Lab Chess Challenge,GBA,2002,Misc,BAM! Entertainment,0.14,0.05,0.0,0.0,0.2,2000,Low,2.333333333333333,0,0.1823215567939546,CA
7736,Nostalgia,DS,2008,Role-Playing,Tecmo Koei,0.16,0.0,0.02,0.01,0.19,2000,Low,16.0,0,0.173953307123438,CA
7737,DiRT Showdown,PS3,2012,Racing,Codemasters,0.02,0.13,0.0,0.04,0.19,2010,Low,0.1428571428571428,0,0.173953307123438,EU
7738,Iron Chef America: Supreme Cuisine,DS,2008,Simulation,Destineer,0.18,0.0,0.0,0.01,0.19,2000,Low,18.0,0,0.173953307123438,CA
7739,Arcade Shooting Gallery,Wii,2008,Shooter,Zoo Games,0.18,0.0,0.0,0.01,0.19,2000,Low,900.0,0,0.173953307123438,CA
7740,The Rise of the Argonauts,PS3,2008,Role-Playing,Codemasters,0.05,0.12,0.0,0.03,0.19,2000,Low,0.3846153846153846,0,0.173953307123438,EU
7741,Big Mutha Truckers,XB,2002,Racing,Empire Interactive,0.15,0.04,0.0,0.01,0.19,2000,Low,3.0,0,0.173953307123438,CA
7742,ESA Foundation Compilation,PS2,2005,Misc,Sony Computer Entertainment,0.1,0.07,0.0,0.02,0.19,2000,Low,1.25,0,0.173953307123438,CA
7743,The Hobbit,GBA,2003,Platform,Vivendi Games,0.14,0.05,0.0,0.0,0.17,2000,Low,2.333333333333333,0,0.173953307123438,CA
7744,The King of Fighters XI,PS2,2006,Fighting,Ignition Entertainment,0.07,0.06,0.04,0.02,0.19,2000,Low,1.0,0,0.173953307123438,CA
7745,Ninja Gaiden 3,WiiU,2012,Action,Nintendo,0.15,0.03,0.0,0.02,0.19,2010,Low,3.75,1,0.173953307123438,CA
7746,Metro: Last Light,PC,2013,Action,Deep Silver,0.06,0.11,0.0,0.02,0.19,2010,Low,0.5,0,0.173953307123438,EU
7747,Dragon Ball Z: Idainaru Dragon Ball Densetsu,PS,1996,Fighting,Namco Bandai Games,0.0,0.0,0.18,0.01,0.19,1990,Low,0.0,0,0.173953307123438,JP
7748,Silent Hill HD Collection,X360,2012,Action,Konami Digital Entertainment,0.11,0.06,0.01,0.02,0.19,2010,Low,1.571428571428572,0,0.173953307123438,CA
7749,Bound By Flame,PS4,2007,Role-Playing,Focus Home Interactive,0.07,0.08,0.0,0.04,0.19,2000,Low,0.7777777777777779,0,0.173953307123438,EU
7750,Conflict: Denied Ops,X360,2008,Shooter,Eidos Interactive,0.08,0.09,0.0,0.02,0.19,2000,Low,0.8,0,0.173953307123438,EU
7751,Saw II: Flesh & Blood,PS3,2010,Action,Konami Digital Entertainment,0.1,0.07,0.0,0.03,0.19,2010,Low,1.25,0,0.173953307123438,CA
7752,Ice Age: Dawn of the Dinosaurs,PS3,2009,Action,Activision,0.13,0.04,0.0,0.02,0.19,2000,Low,2.6,0,0.173953307123438,CA
7753,Sniper Elite,PS2,2005,Fighting,Ubisoft,0.1,0.07,0.0,0.02,0.19,2000,Low,1.25,0,0.173953307123438,CA
7754,Arc Rise Fantasia,Wii,2009,Role-Playing,Marvelous Interactive,0.26516202676136724,0.0,0.06,0.01,0.19,2000,Low,13.0,0,0.173953307123438,CA
7755,"Ni Hao, Kai-lan: Super Game Day",Wii,2009,Misc,Take-Two Interactive,0.18,0.0,0.0,0.01,0.19,2000,Low,18.0,0,0.173953307123438,CA
7756,Kouchuu Ouja Mushi King: Greatest Champion e no ,DS,2005,Action,Unknown,0.0,0.0,0.19,0.0,0.19,2000,Low,0.0,0,0.173953307123438,JP
7757,Dynasty Warriors: Gundam 2,X360,2008,Fighting,Namco Bandai Games,0.07,0.03,0.08,0.01,0.19,2000,Low,1.75,0,0.173953307123438,JP
7758,Petz Pony: Beauty Pageant,DS,2009,Simulation,Ubisoft,0.18,0.0,0.0,0.01,0.19,2000,Low,18.0,0,0.173953307123438,CA
7759,Parlor! Mini 4,SNES,1996,Misc,Nippon Telenet,0.0,0.0,0.19,0.0,0.19,1990,Low,0.0,0,0.173953307123438,JP
7760,Breath of Fire II,GBA,2001,Role-Playing,Ubisoft,0.14,0.05,0.0,0.0,0.19,2000,Low,2.333333333333333,0,0.173953307123438,CA
7761,The Spiderwick Chronicles,Wii,2008,Action,Vivendi Games,0.17,0.01,0.0,0.01,0.19,2000,Low,8.5,0,0.173953307123438,CA
7762,Danganronpa 2: Goodbye Despair,PSP,2012,Misc,Spike,0.0,0.0,0.19,0.0,0.19,2010,Low,0.0,0,0.173953307123438,JP
7763,Aliens vs Predator,PC,2010,Shooter,Sega,0.0,0.17,0.0,0.02,0.19,2010,Low,0.0,0,0.173953307123438,EU
7764,Ice Age 2: The Meltdown,GC,2006,Platform,Vivendi Games,0.15,0.04,0.0,0.01,0.19,2000,Low,3.0,0,0.173953307123438,CA
7765,Steins;Gate,PSP,2011,Adventure,Kadokawa Shoten,0.0,0.0,0.19,0.0,0.19,2010,Low,0.0,0,0.173953307123438,JP
7766,Enchanted Arms,X360,2006,Role-Playing,Ubisoft,0.16,0.02,0.0,0.02,0.19,2000,Low,5.333333333333334,0,0.173953307123438,CA
7767,Dinotopia: The Timestone Pirates,GBA,2002,Action,TDK Core,0.14,0.05,0.0,0.0,0.19,2000,Low,2.333333333333333,0,0.173953307123438,CA
7768,Power Pro Kun Pocket 12,DS,2009,Sports,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,2000,Low,0.0,0,0.173953307123438,JP
7769,J-League Jikkyou Winning Eleven 3,PS,1997,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.01,0.19,1990,Low,0.0,0,0.173953307123438,JP
7770,The Sims 4: Get Together,PC,2015,Simulation,Electronic Arts,0.05,0.13,0.0,0.01,0.19,2010,Low,0.3571428571428571,0,0.173953307123438,EU
7771,Jissen Pachi-Slot Hisshouhou,SNES,1993,Misc,Sammy Corporation,0.0,0.0,0.19,0.0,0.19,1990,Low,0.0,0,0.173953307123438,JP
7772,Pac-Man & Galaga Dimensions,3DS,2011,Misc,Namco Bandai Games,0.1,0.04,0.04,0.01,0.19,2010,Low,2.0,0,0.173953307123438,CA
7773,Quantum Theory,PS3,2010,Shooter,Tecmo Koei,0.05,0.09,0.02,0.03,0.19,2010,Low,0.5000000000000001,0,0.173953307123438,EU
7774,Manhunt,XB,2004,Action,Take-Two Interactive,0.14,0.04,0.0,0.01,0.19,2000,Low,2.8,0,0.173953307123438,CA
7775,NCAA Final Four 2003,PS2,2002,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,2000,Low,1.125,0,0.173953307123438,CA
7776,Air Conflicts: Secret Wars,PS3,2011,Simulation,bitComposer Games,0.1,0.06,0.0,0.03,0.19,2010,Low,1.428571428571429,0,0.173953307123438,CA
7777,Rio,Wii,2011,Misc,THQ,0.14,0.04,0.0,0.01,0.19,2010,Low,2.8,0,0.173953307123438,CA
7778,Dream Salon,DS,2009,Misc,Zoo Digital Publishing,0.18,0.0,0.0,0.01,0.19,2000,Low,18.0,0,0.173953307123438,CA
7779,Scene It? Twilight,DS,2010,Misc,Konami Digital Entertainment,0.11,0.07,0.0,0.02,0.19,2010,Low,1.375,0,0.173953307123438,CA
7780,Disgaea DS,DS,2008,Role-Playing,Square Enix,0.26516202676136724,0.02,0.05,0.01,0.19,2000,Low,3.666666666666667,0,0.173953307123438,CA
7781,Peter Jackson's King Kong: The Official Game of ,PSP,2005,Action,Ubisoft,0.16,0.01,0.0,0.02,0.19,2000,Low,8.0,0,0.173953307123438,CA
7782,Space Invaders Extreme 2,DS,2007,Shooter,Square Enix,0.17,0.01,0.0,0.01,0.19,2000,Low,8.5,0,0.173953307123438,CA
7783,X-Men Origins: Wolverine,PSP,2009,Action,Activision,0.13,0.03,0.0,0.03,0.19,2000,Low,3.25,0,0.173953307123438,CA
7784,Great Phoenix Wright: Ace Attorney - Naruhodou R,3DS,2015,Action,Capcom,0.0,0.0,0.19,0.0,0.19,2010,Low,0.0,0,0.173953307123438,JP
7785,Mystery Tales of Time Travel,DS,2010,Puzzle,Unknown,0.01,0.16,0.0,0.02,0.19,2010,Low,0.0588235294117647,0,0.173953307123438,EU
7786,J-League Excite Stage '96,SNES,1996,Sports,Epoch,0.0,0.0,0.19,0.0,0.19,1990,Low,0.0,0,0.173953307123438,JP
7787,Risen,X360,2009,Role-Playing,Deep Silver,0.07,0.11,0.0,0.01,0.19,2000,Low,0.5833333333333334,0,0.173953307123438,EU
7788,Hidden Mysteries: Vampire Secrets,DS,2010,Adventure,Astragon,0.06,0.11,0.0,0.02,0.19,2010,Low,0.5,0,0.173953307123438,EU
7789,New Love Plus,3DS,2012,Simulation,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,2010,Low,0.0,0,0.173953307123438,JP
7790,Final Fantasy XI,X360,2006,Role-Playing,Square Enix,0.17,0.01,0.0,0.01,0.19,2000,Low,8.5,0,0.173953307123438,CA
7791,Breath of Fire: Dragon Quarter,PS2,2002,Role-Playing,Capcom,0.09,0.07,0.0,0.02,0.19,2000,Low,1.125,0,0.173953307123438,CA
7792,Jikkyou J-League Perfect Striker,N64,1996,Sports,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,1990,Low,0.0,0,0.173953307123438,JP
7793,Dante's Inferno,PSP,2010,Action,Electronic Arts,0.12,0.03,0.01,0.03,0.19,2010,Low,3.0,0,0.173953307123438,CA
7794,Shrek: Forever After,PS3,2007,Platform,Activision,0.16,0.02,0.0,0.02,0.19,2000,Low,5.333333333333334,0,0.173953307123438,CA
7795,Rock Band Country Track Pack,PS3,2007,Misc,MTV Games,0.26516202676136724,0.0,0.0,0.01,0.19,2000,Low,18.0,0,0.173953307123438,CA
7796,Super Robot Taisen: Scramble Commander,PS2,2003,Strategy,Banpresto,0.0,0.0,0.19,0.0,0.19,2000,Low,0.0,0,0.173953307123438,JP
7797,Re-Volt,PS,1998,Racing,Acclaim Entertainment,0.11,0.07,0.0,0.01,0.19,1990,Low,1.375,0,0.173953307123438,CA
7798,Conception II: Children of the Seven Stars,PSV,2013,Role-Playing,Screenlife,0.13,0.0,0.04,0.02,0.19,2010,Low,13.0,0,0.173953307123438,CA
7799,Descent,PS,1996,Shooter,Interplay,0.11,0.07,0.0,0.01,0.19,1990,Low,1.375,0,0.173953307123438,CA
7800,Supreme Commander 2,PC,2010,Strategy,Square Enix,0.0,0.15,0.0,0.04,0.19,2010,Low,0.0,0,0.173953307123438,EU
7801,DanceMasters,X360,2010,Misc,Konami Digital Entertainment,0.26516202676136724,0.02,0.02,0.01,0.19,2010,Low,5.0,0,0.173953307123438,CA
7802,50 Cent: Blood on the Sand,PS3,2009,Shooter,Unknown,0.1,0.06,0.01,0.03,0.19,2000,Low,1.428571428571429,0,0.173953307123438,CA
7803,Disney's Magical Mirror Starring Mickey Mouse,GC,2002,Adventure,Nintendo,0.15,0.04,0.0,0.01,0.17,2000,Low,3.0,1,0.173953307123438,CA
7804,Need for Speed: The Run,3DS,2007,Action,Electronic Arts,0.09,0.09,0.0,0.02,0.19,2000,Low,0.9,0,0.173953307123438,CA
7805,Jeep Thrills,Wii,2008,Fighting,Zoo Digital Publishing,0.18,0.0,0.0,0.01,0.19,2000,Low,18.0,0,0.173953307123438,CA
7806,Conflict: Denied Ops,PS3,2008,Shooter,Eidos Interactive,0.05,0.1,0.0,0.03,0.19,2000,Low,0.4545454545454546,0,0.173953307123438,EU
7807,FaceBreaker,X360,2008,Fighting,Electronic Arts,0.15,0.02,0.0,0.02,0.19,2000,Low,5.0,0,0.173953307123438,CA
7808,Major League Baseball 2K12,PS3,2012,Sports,Take-Two Interactive,0.18,0.0,0.0,0.01,0.19,2010,Low,18.0,0,0.173953307123438,CA
7809,Might & Magic: Clash of Heroes,DS,2007,Role-Playing,Ubisoft,0.16,0.02,0.0,0.01,0.19,2000,Low,5.333333333333334,0,0.173953307123438,CA
7810,Avatar: The Last Airbender - Into the Inferno,Wii,2008,Adventure,THQ,0.17,0.01,0.0,0.01,0.19,2000,Low,8.5,0,0.173953307123438,CA
7811,IHRA Professional Drag Racing 2005,PS2,2004,Racing,Bethesda Softworks,0.09,0.07,0.0,0.02,0.19,2000,Low,1.125,0,0.173953307123438,CA
7812,Mace Griffin: Bounty Hunter,PS2,2003,Shooter,Electronic Arts,0.09,0.07,0.0,0.02,0.19,2000,Low,1.125,0,0.173953307123438,CA
7813,Legacy of Kain: Defiance,XB,2003,Action,Eidos Interactive,0.14,0.04,0.0,0.01,0.19,2000,Low,2.8,0,0.173953307123438,CA
7814,Story of Seasons: Good Friends of the Three Vill,3DS,2016,Simulation,Marvelous Interactive,0.0,0.0,0.19,0.0,0.17,2010,Low,0.0,0,0.173953307123438,JP
7815,Chaotic: Shadow Warriors,Wii,2009,Action,Activision,0.18,0.0,0.0,0.01,0.19,2000,Low,18.0,0,0.173953307123438,CA
7816,Majin and the Forsaken Kingdom,X360,2010,Adventure,Unknown,0.14,0.03,0.0,0.01,0.19,2010,Low,3.5,0,0.173953307123438,CA
7817,Trivial Pursuit unhinged,PS2,2004,Misc,Atari,0.09,0.07,0.0,0.02,0.19,2000,Low,1.125,0,0.173953307123438,CA
7818,Tales of the World: Narikiri Dungeon 2,GBA,2002,Role-Playing,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,2000,Low,0.0,0,0.173953307123438,JP
7819,Spider-Man: Shattered Dimensions,DS,2010,Action,Activision,0.17,0.01,0.0,0.01,0.19,2010,Low,8.5,0,0.173953307123438,CA
7820,Aliens versus Predator: Extinction,PS2,2003,Strategy,Electronic Arts,0.09,0.07,0.0,0.02,0.19,2000,Low,1.125,0,0.173953307123438,CA
7821,Plants vs. Zombies,PS3,2007,Strategy,Unknown,0.18,0.0,0.0,0.01,0.19,2000,Low,18.0,0,0.173953307123438,CA
7822,NBA Live 14,XOne,2013,Sports,Electronic Arts,0.16,0.02,0.0,0.01,0.19,2010,Low,5.333333333333334,0,0.173953307123438,CA
7823,Silent Scope 2: Dark Silhouette,PS2,2001,Shooter,Konami Digital Entertainment,0.09,0.07,0.0,0.02,0.17,2000,Low,1.125,0,0.173953307123438,CA
7824,Dave Mirra Freestyle BMX 2,GBA,2001,Sports,Acclaim Entertainment,0.14,0.05,0.0,0.0,0.19,2000,Low,2.333333333333333,0,0.173953307123438,CA
7825,Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,SNES,1996,Fighting,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,1990,Low,0.0,0,0.173953307123438,JP
7826,Tokimeki Memorial Girl's Side 3rd Story,DS,2010,Adventure,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.17,2010,Low,0.0,0,0.173953307123438,JP
7827,NHL Hitz Pro,PS2,2003,Sports,Midway Games,0.09,0.07,0.0,0.02,0.19,2000,Low,1.125,0,0.173953307123438,CA
7828,Tom Clancy's Splinter Cell: Blacklist,PC,2013,Action,Ubisoft,0.04,0.13,0.0,0.03,0.19,2010,Low,0.2857142857142857,0,0.173953307123438,EU
7829,Allied General,PS,1996,Strategy,SSI,0.11,0.07,0.0,0.01,0.19,1990,Low,68.75,0,0.173953307123438,CA
7830,Fire ProWrestling G,PS,1999,Fighting,Human Entertainment,0.0,0.0,0.18,0.01,0.19,1990,Low,0.0,0,0.173953307123438,JP
7831,Kamen Rider: Battride War,PS3,2013,Action,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,2010,Low,0.0,0,0.173953307123438,JP
7832,Binary Domain,X360,2012,Action,Sega,0.09,0.07,0.02,0.02,0.19,2010,Low,1.125,0,0.173953307123438,CA
7833,IL-2 Sturmovik: Birds of Prey,PSP,2009,Simulation,505 Games,0.08,0.07,0.0,0.04,0.19,2000,Low,1.0,0,0.173953307123438,CA
7834,Farming Simulator 2015,XOne,2015,Simulation,Koch Media,0.1,0.07,0.0,0.02,0.19,2010,Low,1.25,0,0.173953307123438,CA
7835,Armored Core: For Answer,PS3,2008,Simulation,Ubisoft,0.06,0.02,0.1,0.01,0.19,2000,Low,2.0,0,0.173953307123438,JP
7836,Mahjong: Journey Quest for Tikal,DS,2008,Puzzle,Rondomedia,0.15,0.03,0.0,0.01,0.19,2000,Low,3.75,0,0.173953307123438,CA
7837,uDraw Studio: Instant Artist,Wii,2011,Misc,THQ,0.08,0.09,0.0,0.02,0.19,2010,Low,0.8,0,0.173953307123438,EU
7838,Naruto: Ninja Destiny,DS,2006,Fighting,Namco Bandai Games,0.02,0.01,0.16,0.0,0.19,2000,Low,1.0,0,0.173953307123438,JP
7839,GunGriffon,SAT,1995,Simulation,Sega,0.0,0.0,0.19,0.0,0.19,1990,Low,0.0,0,0.173953307123438,JP
7840,SingStar Pop Vol.2,PS2,2008,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,2000,Low,1.125,0,0.173953307123438,CA
7841,SNK Arcade Classics Vol. 1,PS2,2008,Racing,Ignition Entertainment,0.09,0.07,0.0,0.02,0.19,2000,Low,1.125,0,0.173953307123438,CA
7842,Darkstalkers 3,PS,1998,Fighting,Capcom,0.11,0.07,0.0,0.01,0.19,1990,Low,1.375,0,0.173953307123438,CA
7843,SpongeBob's Surf & Skate Roadtrip,X360,2011,Action,THQ,0.15,0.03,0.0,0.01,0.19,2010,Low,3.75,0,0.173953307123438,CA
7844,Frequency,PS2,2001,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.17,2000,Low,1.125,0,0.173953307123438,CA
7845,Death Jr.,PSP,2005,Platform,Unknown,0.17,0.0,0.0,0.01,0.19,2000,Low,17.0,0,0.173953307123438,CA
7846,Cars: Race-O-Rama,PS3,2009,Racing,THQ,0.14,0.03,0.0,0.02,0.19,2000,Low,3.5,0,0.173953307123438,CA
